This textfile must keep the line/row format.
Although the data in the table can be changed, but
the number of character for each row be the same.

2x16 characters display.
x-below will represent the data from table below.

 P O W E R :   x x x x x x d B m
 x x x x x x W   x x x x x x V

"$" character will be equal to space.
AD  	Sign	PdB	W		V	
 180	-	85,61	2,748	p	11,72	u
 179	-	85,63	2,735	p	11,69	u
 178	-	85,65	2,723	p	11,67	u
 177	-	85,68	2,704	p	11,63	u
 176	-	85,70	2,692	p	11,60	u
 175	-	85,73	2,673	p	11,56	u
 174	-	85,75	2,661	p	11,53	u
 173	-	85,78	2,642	p	11,49	u
 172	-	85,80	2,630	p	11,47	u
 171	-	85,83	2,612	p	11,43	u
 170	-	85,85	2,600	p	11,40	u
 169	-	85,87	2,588	p	11,38	u
 168	-	85,90	2,570	p	11,34	u
 167	-	85,92	2,559	p	11,31	u
 166	-	85,95	2,541	p	11,27	u
 165	-	85,97	2,529	p	11,24	u
 164	-	86,00	2,512	p	11,21	u
 163	-	86,02	2,500	p	11,18	u
 162	-	86,04	2,489	p	11,16	u
 161	-	86,07	2,472	p	11,12	u
 160	-	86,09	2,460	p	11,09	u
 159	-	86,12	2,443	p	11,05	u
 158	-	86,14	2,432	p	11,03	u
 157	-	86,17	2,415	p	10,99	u
 156	-	86,19	2,404	p	10,96	u
 155	-	86,22	2,388	p	10,93	u
 154	-	86,24	2,377	p	10,90	u
 153	-	86,26	2,366	p	10,88	u
 152	-	86,29	2,350	p	10,84	u
 151	-	86,31	2,339	p	10,81	u
 150	-	86,34	2,323	p	10,78	u
 149	-	86,36	2,312	p	10,75	u
 148	-	86,39	2,296	p	10,71	u
 147	-	86,41	2,286	p	10,69	u
 146	-	86,44	2,270	p	10,65	u
 145	-	86,46	2,259	p	10,63	u
 144	-	86,48	2,249	p	10,60	u
 143	-	86,51	2,234	p	10,57	u
 142	-	86,53	2,223	p	10,54	u
 141	-	86,56	2,208	p	10,51	u
 140	-	86,58	2,198	p	10,48	u
 139	-	86,61	2,183	p	10,45	u
 138	-	86,63	2,173	p	10,42	u
 137	-	86,66	2,158	p	10,39	u
 136	-	86,68	2,148	p	10,36	u
 135	-	86,70	2,138	p	10,34	u
 134	-	86,73	2,123	p	10,30	u
 133	-	86,75	2,113	p	10,28	u
 132	-	86,78	2,099	p	10,24	u
 131	-	86,80	2,089	p	10,22	u
 130	-	86,83	2,075	p	10,19	u
 129	-	86,85	2,065	p	10,16	u
 128	-	86,88	2,051	p	10,13	u
 127	-	86,90	2,042	p	10,10	u
 126	-	86,92	2,032	p	10,08	u
 125	-	86,95	2,018	p	10,04	u
 124	-	86,97	2,009	p	10,02	u
 123	-	87,00	1,995	p	9,987	u
 122	-	87,02	1,986	p	9,965	u
 121	-	87,05	1,972	p	9,930	u
 120	-	87,07	1,963	p	9,907	u
 119	-	87,09	1,954	p	9,884	u
 118	-	87,12	1,941	p	9,851	u
 117	-	87,14	1,932	p	9,829	u
 116	-	87,17	1,919	p	9,795	u
 115	-	87,19	1,910	p	9,772	u
 114	-	87,22	1,897	p	9,739	u
 113	-	87,24	1,888	p	9,716	u
 112	-	87,27	1,875	p	9,682	u
 111	-	87,29	1,866	p	9,659	u
 110	-	87,31	1,858	p	9,638	u
 109	-	87,34	1,845	p	9,605	u
 108	-	87,36	1,837	p	9,584	u
 107	-	87,39	1,824	p	9,550	u
 106	-	87,41	1,816	p	9,529	u
 105	-	87,44	1,803	p	9,495	u
 104	-	87,46	1,795	p	9,474	u
 103	-	87,49	1,782	p	9,439	u
 102	-	87,51	1,774	p	9,418	u
 101	-	87,53	1,766	p	9,397	u
 100	-	87,56	1,754	p	9,365	u
  99	-	87,58	1,746	p	9,343	u
  98	-	87,61	1,734	p	9,311	u
  97	-	87,63	1,726	p	9,290	u
  96	-	87,66	1,714	p	9,257	u
  95	-	87,68	1,706	p	9,236	u
  94	-	87,71	1,694	p	9,203	u
  93	-	87,73	1,687	p	9,184	u
  92	-	87,75	1,679	p	9,162	u
  91	-	87,78	1,667	p	9,130	u
  90	-	87,80	1,660	p	9,110	u
  89	-	87,83	1,648	p	9,077	u
  88	-	87,85	1,641	p	9,058	u
  87	-	87,88	1,629	p	9,025	u
  86	-	87,90	1,622	p	9,006	u
  85	-	87,92	1,614	p	8,983	u
  84	-	87,95	1,603	p	8,953	u
  83	-	87,97	1,596	p	8,933	u
  82	-	88,00	1,585	p	8,902	u
  81	-	88,02	1,578	p	8,883	u
  80	-	88,05	1,567	p	8,852	u
  79	-	88,07	1,560	p	8,832	u
  78	-	88,10	1,549	p	8,801	u
  77	-	88,12	1,542	p	8,781	u
  76	-	88,14	1,535	p	8,761	u
  75	-	88,17	1,524	p	8,729	u
  74	-	88,19	1,517	p	8,709	u
  73	-	88,22	1,507	p	8,680	u
  72	-	88,24	1,500	p	8,660	u
  71	-	88,27	1,489	p	8,628	u
  70	-	88,29	1,483	p	8,611	u
  69	-	88,32	1,472	p	8,579	u
  68	-	88,34	1,466	p	8,562	u
  67	-	88,36	1,459	p	8,541	u
  66	-	88,39	1,449	p	8,512	u
  65	-	88,41	1,442	p	8,491	u
  64	-	88,44	1,432	p	8,462	u
  63	-	88,46	1,426	p	8,444	u
  62	-	88,49	1,416	p	8,414	u
  61	-	88,51	1,409	p	8,393	u
  60	-	88,54	1,400	p	8,367	u
  59	-	88,56	1,393	p	8,346	u
  58	-	88,58	1,387	p	8,328	u
  57	-	88,61	1,377	p	8,298	u
  56	-	88,63	1,371	p	8,279	u
  55	-	88,66	1,361	p	8,249	u
  54	-	88,68	1,355	p	8,231	u
  53	-	88,71	1,346	p	8,204	u
  52	-	88,73	1,340	p	8,185	u
  51	-	88,75	1,334	p	8,167	u
  50	-	88,78	1,324	p	8,136	u
  49	-	88,80	1,318	p	8,118	u
  48	-	88,83	1,309	p	8,090	u
  47	-	88,85	1,303	p	8,072	u
  46	-	88,88	1,294	p	8,044	u
  45	-	88,90	1,288	p	8,025	u
  44	-	88,93	1,279	p	7,997	u
  43	-	88,95	1,274	p	7,981	u
  42	-	88,97	1,268	p	7,962	u
  41	-	89,00	1,259	p	7,934	u
  40	-	89,02	1,253	p	7,915	u
  39	-	89,05	1,245	p	7,890	u
  38	-	89,07	1,239	p	7,871	u
  37	-	89,10	1,230	p	7,842	u
  36	-	89,12	1,225	p	7,826	u
  35	-	89,15	1,216	p	7,797	u
  34	-	89,17	1,211	p	7,781	u
  33	-	89,19	1,205	p	7,762	u
  32	-	89,22	1,197	p	7,736	u
  31	-	89,24	1,191	p	7,717	u
  30	-	89,27	1,183	p	7,691	u
  29	-	89,29	1,178	p	7,675	u
  28	-	89,32	1,169	p	7,645	u
  27	-	89,34	1,164	p	7,629	u
  26	-	89,37	1,156	p	7,603	u
  25	-	89,39	1,151	p	7,586	u
  24	-	89,41	1,146	p	7,570	u
  23	-	89,44	1,138	p	7,543	u
  22	-	89,46	1,132	p	7,523	u
  21	-	89,49	1,125	p	7,500	u
  20	-	89,51	1,119	p	7,480	u
  19	-	89,54	1,112	p	7,457	u
  18	-	89,56	1,107	p	7,440	u
  17	-	89,58	1,102	p	7,423	u
  16	-	89,61	1,094	p	7,396	u
  15	-	89,63	1,089	p	7,379	u
  14	-	89,66	1,081	p	7,352	u
  13	-	89,68	1,076	p	7,335	u
  12	-	89,71	1,069	p	7,311	u
  11	-	89,73	1,064	p	7,294	u
  10	-	89,76	1,057	p	7,270	u
   9	-	89,78	1,052	p	7,253	u
   8	-	89,80	1,047	p	7,235	u
   7	-	89,83	1,040	p	7,211	u
   6	-	89,85	1,035	p	7,194	u
   5	-	89,88	1,028	p	7,169	u
   4	-	89,90	1,023	p	7,152	u
   3	-	89,93	1,016	p	7,127	u
   2	-	89,95	1,012	p	7,113	u
   1	-	89,98	1,005	p	7,089	u
   0	-	90,00	1,000	p	7,071	u
